name,id,hp,number,images,types,nationalPokedexNumbers
Galarian Slowking VMAX,swsh6-207,320.0,207,"{'small': 'https://images.pokemontcg.io/swsh6/207.png', 'large': 'https://images.pokemontcg.io/swsh6/207_hires.png'}",['Darkness'],[199]
Metagross VMAX,swsh6-208,330.0,208,"{'small': 'https://images.pokemontcg.io/swsh6/208.png', 'large': 'https://images.pokemontcg.io/swsh6/208_hires.png'}",['Metal'],[376]
Hoppip,swsh7-2,40.0,2,"{'small': 'https://images.pokemontcg.io/swsh7/2.png', 'large': 'https://images.pokemontcg.io/swsh7/2_hires.png'}",['Grass'],[187]
Leafeon VMAX,swsh7-8,310.0,8,"{'small': 'https://images.pokemontcg.io/swsh7/8.png', 'large': 'https://images.pokemontcg.io/swsh7/8_hires.png'}",['Grass'],[470]
Lilligant,swsh7-10,100.0,10,"{'small': 'https://images.pokemontcg.io/swsh7/10.png', 'large': 'https://images.pokemontcg.io/swsh7/10_hires.png'}",['Grass'],[549]
Crustle,swsh7-12,130.0,12,"{'small': 'https://images.pokemontcg.io/swsh7/12.png', 'large': 'https://images.pokemontcg.io/swsh7/12_hires.png'}",['Grass'],[558]
Trevenant VMAX,swsh7-14,320.0,14,"{'small': 'https://images.pokemontcg.io/swsh7/14.png', 'large': 'https://images.pokemontcg.io/swsh7/14_hires.png'}",['Grass'],[709]
Sharpedo,swsh7-36,120.0,36,"{'small': 'https://images.pokemontcg.io/swsh7/36.png', 'large': 'https://images.pokemontcg.io/swsh7/36_hires.png'}",['Water'],[319]
Carvanha,swsh7-35,50.0,35,"{'small': 'https://images.pokemontcg.io/swsh7/35.png', 'large': 'https://images.pokemontcg.io/swsh7/35_hires.png'}",['Water'],[318]
Dracozolt VMAX,swsh7-59,330.0,59,"{'small': 'https://images.pokemontcg.io/swsh7/59.png', 'large': 'https://images.pokemontcg.io/swsh7/59_hires.png'}",['Lightning'],[880]
Glaceon V,swsh7-40,210.0,40,"{'small': 'https://images.pokemontcg.io/swsh7/40.png', 'large': 'https://images.pokemontcg.io/swsh7/40_hires.png'}",['Water'],[471]
Psyduck,swsh7-24,70.0,24,"{'small': 'https://images.pokemontcg.io/swsh7/24.png', 'large': 'https://images.pokemontcg.io/swsh7/24_hires.png'}",['Water'],[54]
Tentacool,swsh7-26,60.0,26,"{'small': 'https://images.pokemontcg.io/swsh7/26.png', 'large': 'https://images.pokemontcg.io/swsh7/26_hires.png'}",['Water'],[72]
Raichu,swsh7-50,130.0,50,"{'small': 'https://images.pokemontcg.io/swsh7/50.png', 'large': 'https://images.pokemontcg.io/swsh7/50_hires.png'}",['Lightning'],[26]
Entei,swsh7-19,120.0,19,"{'small': 'https://images.pokemontcg.io/swsh7/19.png', 'large': 'https://images.pokemontcg.io/swsh7/19_hires.png'}",['Fire'],[244]
Gyarados VMAX,swsh7-29,330.0,29,"{'small': 'https://images.pokemontcg.io/swsh7/29.png', 'large': 'https://images.pokemontcg.io/swsh7/29_hires.png'}",['Water'],[130]
Chinchou,swsh7-52,70.0,52,"{'small': 'https://images.pokemontcg.io/swsh7/52.png', 'large': 'https://images.pokemontcg.io/swsh7/52_hires.png'}",['Lightning'],[170]
Avalugg,swsh7-45,150.0,45,"{'small': 'https://images.pokemontcg.io/swsh7/45.png', 'large': 'https://images.pokemontcg.io/swsh7/45_hires.png'}",['Water'],[713]
Ampharos,swsh7-56,150.0,56,"{'small': 'https://images.pokemontcg.io/swsh7/56.png', 'large': 'https://images.pokemontcg.io/swsh7/56_hires.png'}",['Lightning'],[181]
Gossifleur,swsh7-15,50.0,15,"{'small': 'https://images.pokemontcg.io/swsh7/15.png', 'large': 'https://images.pokemontcg.io/swsh7/15_hires.png'}",['Grass'],[829]
Espeon VMAX,swsh7-65,310.0,65,"{'small': 'https://images.pokemontcg.io/swsh7/65.png', 'large': 'https://images.pokemontcg.io/swsh7/65_hires.png'}",['Psychic'],[196]
Sylveon VMAX,swsh7-75,310.0,75,"{'small': 'https://images.pokemontcg.io/swsh7/75.png', 'large': 'https://images.pokemontcg.io/swsh7/75_hires.png'}",['Psychic'],[700]
Pumpkaboo,swsh7-76,60.0,76,"{'small': 'https://images.pokemontcg.io/swsh7/76.png', 'large': 'https://images.pokemontcg.io/swsh7/76_hires.png'}",['Psychic'],[710]
Gourgeist,swsh7-77,120.0,77,"{'small': 'https://images.pokemontcg.io/swsh7/77.png', 'large': 'https://images.pokemontcg.io/swsh7/77_hires.png'}",['Psychic'],[711]
Ribombee,swsh7-79,70.0,79,"{'small': 'https://images.pokemontcg.io/swsh7/79.png', 'large': 'https://images.pokemontcg.io/swsh7/79_hires.png'}",['Psychic'],[743]
Hippowdon,swsh7-85,150.0,85,"{'small': 'https://images.pokemontcg.io/swsh7/85.png', 'large': 'https://images.pokemontcg.io/swsh7/85_hires.png'}",['Fighting'],[450]
Galarian Zapdos,swsh7-82,110.0,82,"{'small': 'https://images.pokemontcg.io/swsh7/82.png', 'large': 'https://images.pokemontcg.io/swsh7/82_hires.png'}",['Fighting'],[145]
Roggenrola,swsh7-86,70.0,86,"{'small': 'https://images.pokemontcg.io/swsh7/86.png', 'large': 'https://images.pokemontcg.io/swsh7/86_hires.png'}",['Fighting'],[524]
Boldore,swsh7-87,110.0,87,"{'small': 'https://images.pokemontcg.io/swsh7/87.png', 'large': 'https://images.pokemontcg.io/swsh7/87_hires.png'}",['Fighting'],[525]
Lycanroc V,swsh7-91,200.0,91,"{'small': 'https://images.pokemontcg.io/swsh7/91.png', 'large': 'https://images.pokemontcg.io/swsh7/91_hires.png'}",['Fighting'],[745]
Umbreon VMAX,swsh7-95,310.0,95,"{'small': 'https://images.pokemontcg.io/swsh7/95.png', 'large': 'https://images.pokemontcg.io/swsh7/95_hires.png'}",['Darkness'],[197]
Shiftry,swsh7-97,150.0,97,"{'small': 'https://images.pokemontcg.io/swsh7/97.png', 'large': 'https://images.pokemontcg.io/swsh7/97_hires.png'}",['Darkness'],[275]
Garbodor VMAX,swsh7-101,330.0,101,"{'small': 'https://images.pokemontcg.io/swsh7/101.png', 'large': 'https://images.pokemontcg.io/swsh7/101_hires.png'}",['Darkness'],[569]
Altaria,swsh7-106,90.0,106,"{'small': 'https://images.pokemontcg.io/swsh7/106.png', 'large': 'https://images.pokemontcg.io/swsh7/106_hires.png'}",['Dragon'],[334]
Thievul,swsh7-105,100.0,105,"{'small': 'https://images.pokemontcg.io/swsh7/105.png', 'large': 'https://images.pokemontcg.io/swsh7/105_hires.png'}",['Darkness'],[828]
Shelgon,swsh7-108,90.0,108,"{'small': 'https://images.pokemontcg.io/swsh7/108.png', 'large': 'https://images.pokemontcg.io/swsh7/108_hires.png'}",['Dragon'],[372]
Kyurem,swsh7-116,120.0,116,"{'small': 'https://images.pokemontcg.io/swsh7/116.png', 'large': 'https://images.pokemontcg.io/swsh7/116_hires.png'}",['Dragon'],[646]
Zygarde,swsh7-118,130.0,118,"{'small': 'https://images.pokemontcg.io/swsh7/118.png', 'large': 'https://images.pokemontcg.io/swsh7/118_hires.png'}",['Dragon'],[718]
Flapple,swsh7-120,80.0,120,"{'small': 'https://images.pokemontcg.io/swsh7/120.png', 'large': 'https://images.pokemontcg.io/swsh7/120_hires.png'}",['Dragon'],[841]
Appletun,swsh7-121,90.0,121,"{'small': 'https://images.pokemontcg.io/swsh7/121.png', 'large': 'https://images.pokemontcg.io/swsh7/121_hires.png'}",['Dragon'],[842]
Duraludon V,swsh7-122,220.0,122,"{'small': 'https://images.pokemontcg.io/swsh7/122.png', 'large': 'https://images.pokemontcg.io/swsh7/122_hires.png'}",['Dragon'],[884]
Slakoth,swsh7-129,70.0,129,"{'small': 'https://images.pokemontcg.io/swsh7/129.png', 'large': 'https://images.pokemontcg.io/swsh7/129_hires.png'}",['Colorless'],[287]
Fletchinder,swsh7-139,80.0,139,"{'small': 'https://images.pokemontcg.io/swsh7/139.png', 'large': 'https://images.pokemontcg.io/swsh7/139_hires.png'}",['Colorless'],[662]
Talonflame,swsh7-140,140.0,140,"{'small': 'https://images.pokemontcg.io/swsh7/140.png', 'large': 'https://images.pokemontcg.io/swsh7/140_hires.png'}",['Colorless'],[663]
Volcarona V,swsh7-170,210.0,170,"{'small': 'https://images.pokemontcg.io/swsh7/170.png', 'large': 'https://images.pokemontcg.io/swsh7/170_hires.png'}",['Fire'],[637]
Glaceon V,swsh7-175,210.0,175,"{'small': 'https://images.pokemontcg.io/swsh7/175.png', 'large': 'https://images.pokemontcg.io/swsh7/175_hires.png'}",['Water'],[471]
Arctovish V,swsh7-176,220.0,176,"{'small': 'https://images.pokemontcg.io/swsh7/176.png', 'large': 'https://images.pokemontcg.io/swsh7/176_hires.png'}",['Water'],[883]
Golurk V,swsh7-181,220.0,181,"{'small': 'https://images.pokemontcg.io/swsh7/181.png', 'large': 'https://images.pokemontcg.io/swsh7/181_hires.png'}",['Psychic'],[623]
Sylveon V,swsh7-184,200.0,184,"{'small': 'https://images.pokemontcg.io/swsh7/184.png', 'large': 'https://images.pokemontcg.io/swsh7/184_hires.png'}",['Psychic'],[700]
Golurk V,swsh7-182,220.0,182,"{'small': 'https://images.pokemontcg.io/swsh7/182.png', 'large': 'https://images.pokemontcg.io/swsh7/182_hires.png'}",['Psychic'],[623]
Medicham V,swsh7-186,210.0,186,"{'small': 'https://images.pokemontcg.io/swsh7/186.png', 'large': 'https://images.pokemontcg.io/swsh7/186_hires.png'}",['Fighting'],[308]
Dragonite V,swsh7-191,230.0,191,"{'small': 'https://images.pokemontcg.io/swsh7/191.png', 'large': 'https://images.pokemontcg.io/swsh7/191_hires.png'}",['Dragon'],[149]
Noivern V,swsh7-195,200.0,195,"{'small': 'https://images.pokemontcg.io/swsh7/195.png', 'large': 'https://images.pokemontcg.io/swsh7/195_hires.png'}",['Dragon'],[715]
Noivern V,swsh7-196,200.0,196,"{'small': 'https://images.pokemontcg.io/swsh7/196.png', 'large': 'https://images.pokemontcg.io/swsh7/196_hires.png'}",['Dragon'],[715]
Glaceon VMAX,swsh7-208,310.0,208,"{'small': 'https://images.pokemontcg.io/swsh7/208.png', 'large': 'https://images.pokemontcg.io/swsh7/208_hires.png'}",['Water'],[471]
Glaceon VMAX,swsh7-209,310.0,209,"{'small': 'https://images.pokemontcg.io/swsh7/209.png', 'large': 'https://images.pokemontcg.io/swsh7/209_hires.png'}",['Water'],[471]
Lycanroc VMAX,swsh7-213,320.0,213,"{'small': 'https://images.pokemontcg.io/swsh7/213.png', 'large': 'https://images.pokemontcg.io/swsh7/213_hires.png'}",['Fighting'],[745]
Umbreon VMAX,swsh7-215,310.0,215,"{'small': 'https://images.pokemontcg.io/swsh7/215.png', 'large': 'https://images.pokemontcg.io/swsh7/215_hires.png'}",['Darkness'],[197]
Rayquaza VMAX,swsh7-217,320.0,217,"{'small': 'https://images.pokemontcg.io/swsh7/217.png', 'large': 'https://images.pokemontcg.io/swsh7/217_hires.png'}",['Dragon'],[384]
Froslass,swsh7-226,90.0,226,"{'small': 'https://images.pokemontcg.io/swsh7/226.png', 'large': 'https://images.pokemontcg.io/swsh7/226_hires.png'}",['Water'],[478]
Galarian Articuno,swshp-SWSH123,120.0,SWSH123,"{'small': 'https://images.pokemontcg.io/swshp/SWSH123.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH123_hires.png'}",['Psychic'],[144]
Eiscue,swshp-SWSH128,120.0,SWSH128,"{'small': 'https://images.pokemontcg.io/swshp/SWSH128.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH128_hires.png'}",['Water'],[875]
Galarian Zapdos,swshp-SWSH124,110.0,SWSH124,"{'small': 'https://images.pokemontcg.io/swshp/SWSH124.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH124_hires.png'}",['Fighting'],[145]
Zekrom,cel25-10,130.0,10,"{'small': 'https://images.pokemontcg.io/cel25/10.png', 'large': 'https://images.pokemontcg.io/cel25/10_hires.png'}",['Lightning'],[644]
Mew,cel25-11,60.0,11,"{'small': 'https://images.pokemontcg.io/cel25/11.png', 'large': 'https://images.pokemontcg.io/cel25/11_hires.png'}",['Psychic'],[151]
Zamazenta V,cel25-18,220.0,18,"{'small': 'https://images.pokemontcg.io/cel25/18.png', 'large': 'https://images.pokemontcg.io/cel25/18_hires.png'}",['Fighting'],[889]
Mew,cel25-25,60.0,25,"{'small': 'https://images.pokemontcg.io/cel25/25.png', 'large': 'https://images.pokemontcg.io/cel25/25_hires.png'}",['Psychic'],[151]
Charizard,cel25c-4_A,120.0,4,"{'small': 'https://images.pokemontcg.io/cel25c/4_A.png', 'large': 'https://images.pokemontcg.io/cel25c/4_A_hires.png'}",['Fire'],[6]
Claydol,cel25c-15_A4,80.0,15,"{'small': 'https://images.pokemontcg.io/cel25c/15_D.png', 'large': 'https://images.pokemontcg.io/cel25c/15_D_hires.png'}",['Fighting'],[344]
Shining Magikarp,cel25c-66_A,30.0,66,"{'small': 'https://images.pokemontcg.io/cel25c/66_A.png', 'large': 'https://images.pokemontcg.io/cel25c/66_A_hires.png'}",['Water'],[129]
Reshiram,cel25c-113_A,130.0,113,"{'small': 'https://images.pokemontcg.io/cel25c/113_A.png', 'large': 'https://images.pokemontcg.io/cel25c/113_A_hires.png'}",['Fire'],[643]
Donphan,cel25c-107_A,120.0,107,"{'small': 'https://images.pokemontcg.io/cel25c/107_A.png', 'large': 'https://images.pokemontcg.io/cel25c/107_A_hires.png'}",['Fighting'],[232]
M Rayquaza-EX,cel25c-76_A,220.0,76,"{'small': 'https://images.pokemontcg.io/cel25c/76_A.png', 'large': 'https://images.pokemontcg.io/cel25c/76_A_hires.png'}",['Colorless'],[384]
Furfrou,mcd14-12,90.0,12,"{'small': 'https://images.pokemontcg.io/mcd14/12.png', 'large': 'https://images.pokemontcg.io/mcd14/12_hires.png'}",['Colorless'],[676]
Fennekin,mcd14-3,60.0,3,"{'small': 'https://images.pokemontcg.io/mcd14/3.png', 'large': 'https://images.pokemontcg.io/mcd14/3_hires.png'}",['Fire'],[653]
Lotad,mcd15-2,60.0,2,"{'small': 'https://images.pokemontcg.io/mcd15/2.png', 'large': 'https://images.pokemontcg.io/mcd15/2_hires.png'}",['Grass'],[270]
Honchkrow,swsh5-94,130.0,94,"{'small': 'https://images.pokemontcg.io/swsh5/94.png', 'large': 'https://images.pokemontcg.io/swsh5/94_hires.png'}",['Darkness'],[430]
Steelix,swsh5-99,190.0,99,"{'small': 'https://images.pokemontcg.io/swsh5/99.png', 'large': 'https://images.pokemontcg.io/swsh5/99_hires.png'}",['Metal'],[208]
Bronzong,swsh5-102,110.0,102,"{'small': 'https://images.pokemontcg.io/swsh5/102.png', 'large': 'https://images.pokemontcg.io/swsh5/102_hires.png'}",['Metal'],[437]
Bisharp,swsh5-104,110.0,104,"{'small': 'https://images.pokemontcg.io/swsh5/104.png', 'large': 'https://images.pokemontcg.io/swsh5/104_hires.png'}",['Metal'],[625]
Doublade,swsh5-106,80.0,106,"{'small': 'https://images.pokemontcg.io/swsh5/106.png', 'large': 'https://images.pokemontcg.io/swsh5/106_hires.png'}",['Metal'],[680]
Aegislash,swsh5-107,150.0,107,"{'small': 'https://images.pokemontcg.io/swsh5/107.png', 'large': 'https://images.pokemontcg.io/swsh5/107_hires.png'}",['Metal'],[681]
Aegislash,swsh5-108,150.0,108,"{'small': 'https://images.pokemontcg.io/swsh5/108.png', 'large': 'https://images.pokemontcg.io/swsh5/108_hires.png'}",['Metal'],[681]
Lickilicky,swsh5-114,140.0,114,"{'small': 'https://images.pokemontcg.io/swsh5/114.png', 'large': 'https://images.pokemontcg.io/swsh5/114_hires.png'}",['Colorless'],[463]
Drampa,swsh5-119,120.0,119,"{'small': 'https://images.pokemontcg.io/swsh5/119.png', 'large': 'https://images.pokemontcg.io/swsh5/119_hires.png'}",['Colorless'],[780]
Kricketune V,swsh5-142,180.0,142,"{'small': 'https://images.pokemontcg.io/swsh5/142.png', 'large': 'https://images.pokemontcg.io/swsh5/142_hires.png'}",['Grass'],[402]
Empoleon V,swsh5-146,210.0,146,"{'small': 'https://images.pokemontcg.io/swsh5/146.png', 'large': 'https://images.pokemontcg.io/swsh5/146_hires.png'}",['Water'],[395]
Rapid Strike Urshifu V,swsh5-153,220.0,153,"{'small': 'https://images.pokemontcg.io/swsh5/153.png', 'large': 'https://images.pokemontcg.io/swsh5/153_hires.png'}",['Fighting'],[892]
Single Strike Urshifu VMAX,swsh5-168,330.0,168,"{'small': 'https://images.pokemontcg.io/swsh5/168.png', 'large': 'https://images.pokemontcg.io/swsh5/168_hires.png'}",['Fighting'],[892]
Houndoom,swshp-SWSH090,130.0,SWSH090,"{'small': 'https://images.pokemontcg.io/swshp/SWSH090.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH090_hires.png'}",['Darkness'],[229]
Flapple VMAX,swsh5-164,320.0,164,"{'small': 'https://images.pokemontcg.io/swsh5/164.png', 'large': 'https://images.pokemontcg.io/swsh5/164_hires.png'}",['Grass'],[841]
Victini VMAX,swsh5-165,310.0,165,"{'small': 'https://images.pokemontcg.io/swsh5/165.png', 'large': 'https://images.pokemontcg.io/swsh5/165_hires.png'}",['Fire'],[494]
Tapu Koko VMAX,swsh5-166,320.0,166,"{'small': 'https://images.pokemontcg.io/swsh5/166.png', 'large': 'https://images.pokemontcg.io/swsh5/166_hires.png'}",['Lightning'],[785]
Single Strike Urshifu VMAX,swsh5-167,330.0,167,"{'small': 'https://images.pokemontcg.io/swsh5/167.png', 'large': 'https://images.pokemontcg.io/swsh5/167_hires.png'}",['Fighting'],[892]
Heracross,swsh6-6,120.0,6,"{'small': 'https://images.pokemontcg.io/swsh6/6.png', 'large': 'https://images.pokemontcg.io/swsh6/6_hires.png'}",['Grass'],[214]
Thwackey,swsh6-17,100.0,17,"{'small': 'https://images.pokemontcg.io/swsh6/17.png', 'large': 'https://images.pokemontcg.io/swsh6/17_hires.png'}",['Grass'],[811]
Castform Sunny Form,swsh6-22,70.0,22,"{'small': 'https://images.pokemontcg.io/swsh6/22.png', 'large': 'https://images.pokemontcg.io/swsh6/22_hires.png'}",['Fire'],[351]
Larvesta,swsh6-23,80.0,23,"{'small': 'https://images.pokemontcg.io/swsh6/23.png', 'large': 'https://images.pokemontcg.io/swsh6/23_hires.png'}",['Fire'],[636]
Volcanion V,swsh6-25,220.0,25,"{'small': 'https://images.pokemontcg.io/swsh6/25.png', 'large': 'https://images.pokemontcg.io/swsh6/25_hires.png'}",['Fire'],[721]
Raboot,swsh6-27,90.0,27,"{'small': 'https://images.pokemontcg.io/swsh6/27.png', 'large': 'https://images.pokemontcg.io/swsh6/27_hires.png'}",['Fire'],[814]
Sneasel,swsh6-30,70.0,30,"{'small': 'https://images.pokemontcg.io/swsh6/30.png', 'large': 'https://images.pokemontcg.io/swsh6/30_hires.png'}",['Water'],[215]
Weavile,swsh6-31,110.0,31,"{'small': 'https://images.pokemontcg.io/swsh6/31.png', 'large': 'https://images.pokemontcg.io/swsh6/31_hires.png'}",['Water'],[461]
Sobble,swsh6-41,60.0,41,"{'small': 'https://images.pokemontcg.io/swsh6/41.png', 'large': 'https://images.pokemontcg.io/swsh6/41_hires.png'}",['Water'],[816]
Drizzile,swsh6-42,90.0,42,"{'small': 'https://images.pokemontcg.io/swsh6/42.png', 'large': 'https://images.pokemontcg.io/swsh6/42_hires.png'}",['Water'],[817]
Inteleon,swsh6-43,150.0,43,"{'small': 'https://images.pokemontcg.io/swsh6/43.png', 'large': 'https://images.pokemontcg.io/swsh6/43_hires.png'}",['Water'],[818]
Ice Rider Calyrex V,swsh6-45,210.0,45,"{'small': 'https://images.pokemontcg.io/swsh6/45.png', 'large': 'https://images.pokemontcg.io/swsh6/45_hires.png'}",['Water'],[898]
Mareep,swsh6-47,70.0,47,"{'small': 'https://images.pokemontcg.io/swsh6/47.png', 'large': 'https://images.pokemontcg.io/swsh6/47_hires.png'}",['Lightning'],[179]
Flaaffy,swsh6-48,100.0,48,"{'small': 'https://images.pokemontcg.io/swsh6/48.png', 'large': 'https://images.pokemontcg.io/swsh6/48_hires.png'}",['Lightning'],[180]
Ampharos,swsh6-49,160.0,49,"{'small': 'https://images.pokemontcg.io/swsh6/49.png', 'large': 'https://images.pokemontcg.io/swsh6/49_hires.png'}",['Lightning'],[181]
Zebstrika,swsh6-51,120.0,51,"{'small': 'https://images.pokemontcg.io/swsh6/51.png', 'large': 'https://images.pokemontcg.io/swsh6/51_hires.png'}",['Lightning'],[523]
Gastly,swsh6-55,50.0,55,"{'small': 'https://images.pokemontcg.io/swsh6/55.png', 'large': 'https://images.pokemontcg.io/swsh6/55_hires.png'}",['Psychic'],[92]
Haunter,swsh6-56,80.0,56,"{'small': 'https://images.pokemontcg.io/swsh6/56.png', 'large': 'https://images.pokemontcg.io/swsh6/56_hires.png'}",['Psychic'],[93]
Hatenna,swsh6-71,60.0,71,"{'small': 'https://images.pokemontcg.io/swsh6/71.png', 'large': 'https://images.pokemontcg.io/swsh6/71_hires.png'}",['Psychic'],[856]
Galarian Runerigus,swsh6-83,120.0,83,"{'small': 'https://images.pokemontcg.io/swsh6/83.png', 'large': 'https://images.pokemontcg.io/swsh6/83_hires.png'}",['Fighting'],[867]
Galarian Moltres V,swsh6-97,220.0,97,"{'small': 'https://images.pokemontcg.io/swsh6/97.png', 'large': 'https://images.pokemontcg.io/swsh6/97_hires.png'}",['Darkness'],[146]
Liepard V,swsh6-104,190.0,104,"{'small': 'https://images.pokemontcg.io/swsh6/104.png', 'large': 'https://images.pokemontcg.io/swsh6/104_hires.png'}",['Darkness'],[510]
Venipede,swsh6-105,70.0,105,"{'small': 'https://images.pokemontcg.io/swsh6/105.png', 'large': 'https://images.pokemontcg.io/swsh6/105_hires.png'}",['Darkness'],[543]
Metagross V,swsh6-112,220.0,112,"{'small': 'https://images.pokemontcg.io/swsh6/112.png', 'large': 'https://images.pokemontcg.io/swsh6/112_hires.png'}",['Metal'],[376]
Metagross VMAX,swsh6-113,330.0,113,"{'small': 'https://images.pokemontcg.io/swsh6/113.png', 'large': 'https://images.pokemontcg.io/swsh6/113_hires.png'}",['Metal'],[376]
Porygon,swsh6-116,60.0,116,"{'small': 'https://images.pokemontcg.io/swsh6/116.png', 'large': 'https://images.pokemontcg.io/swsh6/116_hires.png'}",['Colorless'],[137]
Porygon2,swsh6-117,90.0,117,"{'small': 'https://images.pokemontcg.io/swsh6/117.png', 'large': 'https://images.pokemontcg.io/swsh6/117_hires.png'}",['Colorless'],[233]
Shaymin,swsh6-123,70.0,123,"{'small': 'https://images.pokemontcg.io/swsh6/123.png', 'large': 'https://images.pokemontcg.io/swsh6/123_hires.png'}",['Colorless'],[492]
Tornadus VMAX,swsh6-125,320.0,125,"{'small': 'https://images.pokemontcg.io/swsh6/125.png', 'large': 'https://images.pokemontcg.io/swsh6/125_hires.png'}",['Colorless'],[641]
Greedent,swsh6-128,120.0,128,"{'small': 'https://images.pokemontcg.io/swsh6/128.png', 'large': 'https://images.pokemontcg.io/swsh6/128_hires.png'}",['Colorless'],[820]
Ice Rider Calyrex V,swsh6-163,210.0,163,"{'small': 'https://images.pokemontcg.io/swsh6/163.png', 'large': 'https://images.pokemontcg.io/swsh6/163_hires.png'}",['Water'],[898]
Ice Rider Calyrex V,swsh6-164,210.0,164,"{'small': 'https://images.pokemontcg.io/swsh6/164.png', 'large': 'https://images.pokemontcg.io/swsh6/164_hires.png'}",['Water'],[898]
Zeraora V,swsh6-166,210.0,166,"{'small': 'https://images.pokemontcg.io/swsh6/166.png', 'large': 'https://images.pokemontcg.io/swsh6/166_hires.png'}",['Lightning'],[807]
Galarian Rapidash V,swsh6-168,210.0,168,"{'small': 'https://images.pokemontcg.io/swsh6/168.png', 'large': 'https://images.pokemontcg.io/swsh6/168_hires.png'}",['Psychic'],[78]
Galarian Articuno V,swsh6-169,210.0,169,"{'small': 'https://images.pokemontcg.io/swsh6/169.png', 'large': 'https://images.pokemontcg.io/swsh6/169_hires.png'}",['Psychic'],[144]
Galarian Zapdos V,swsh6-173,200.0,173,"{'small': 'https://images.pokemontcg.io/swsh6/173.png', 'large': 'https://images.pokemontcg.io/swsh6/173_hires.png'}",['Fighting'],[145]
Galarian Zapdos V,swsh6-174,200.0,174,"{'small': 'https://images.pokemontcg.io/swsh6/174.png', 'large': 'https://images.pokemontcg.io/swsh6/174_hires.png'}",['Fighting'],[145]
Galarian Moltres V,swsh6-177,220.0,177,"{'small': 'https://images.pokemontcg.io/swsh6/177.png', 'large': 'https://images.pokemontcg.io/swsh6/177_hires.png'}",['Darkness'],[146]
Tornadus V,swsh6-185,210.0,185,"{'small': 'https://images.pokemontcg.io/swsh6/185.png', 'large': 'https://images.pokemontcg.io/swsh6/185_hires.png'}",['Colorless'],[641]
Victini V,swshp-SWSH104,190.0,SWSH104,"{'small': 'https://images.pokemontcg.io/swshp/SWSH104.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH104_hires.png'}",['Fire'],[494]
Tyranitar V,swshp-SWSH109,230.0,SWSH109,"{'small': 'https://images.pokemontcg.io/swshp/SWSH109.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH109_hires.png'}",['Darkness'],[248]
Blaziken VMAX,swsh6-200,320.0,200,"{'small': 'https://images.pokemontcg.io/swsh6/200.png', 'large': 'https://images.pokemontcg.io/swsh6/200_hires.png'}",['Fire'],[257]
Shadow Rider Calyrex VMAX,swsh6-204,320.0,204,"{'small': 'https://images.pokemontcg.io/swsh6/204.png', 'large': 'https://images.pokemontcg.io/swsh6/204_hires.png'}",['Psychic'],[898]
Shadow Rider Calyrex VMAX,swsh6-205,320.0,205,"{'small': 'https://images.pokemontcg.io/swsh6/205.png', 'large': 'https://images.pokemontcg.io/swsh6/205_hires.png'}",['Psychic'],[898]
Sandaconda VMAX,swsh6-206,320.0,206,"{'small': 'https://images.pokemontcg.io/swsh6/206.png', 'large': 'https://images.pokemontcg.io/swsh6/206_hires.png'}",['Fighting'],[844]
Tornadus VMAX,swsh6-209,320.0,209,"{'small': 'https://images.pokemontcg.io/swsh6/209.png', 'large': 'https://images.pokemontcg.io/swsh6/209_hires.png'}",['Colorless'],[641]
Bronzong,swsh6-223,110.0,223,"{'small': 'https://images.pokemontcg.io/swsh6/223.png', 'large': 'https://images.pokemontcg.io/swsh6/223_hires.png'}",['Metal'],[437]
Snorlax,swsh6-224,130.0,224,"{'small': 'https://images.pokemontcg.io/swsh6/224.png', 'large': 'https://images.pokemontcg.io/swsh6/224_hires.png'}",['Colorless'],[143]
Skiploom,swsh7-3,60.0,3,"{'small': 'https://images.pokemontcg.io/swsh7/3.png', 'large': 'https://images.pokemontcg.io/swsh7/3_hires.png'}",['Grass'],[188]
Seedot,swsh7-5,50.0,5,"{'small': 'https://images.pokemontcg.io/swsh7/5.png', 'large': 'https://images.pokemontcg.io/swsh7/5_hires.png'}",['Grass'],[273]
Glaceon VMAX,swsh7-41,310.0,41,"{'small': 'https://images.pokemontcg.io/swsh7/41.png', 'large': 'https://images.pokemontcg.io/swsh7/41_hires.png'}",['Water'],[471]
Wishiwashi,swsh7-46,30.0,46,"{'small': 'https://images.pokemontcg.io/swsh7/46.png', 'large': 'https://images.pokemontcg.io/swsh7/46_hires.png'}",['Water'],[746]
Cryogonal,swsh7-43,90.0,43,"{'small': 'https://images.pokemontcg.io/swsh7/43.png', 'large': 'https://images.pokemontcg.io/swsh7/43_hires.png'}",['Water'],[615]
Gyarados V,swsh7-28,220.0,28,"{'small': 'https://images.pokemontcg.io/swsh7/28.png', 'large': 'https://images.pokemontcg.io/swsh7/28_hires.png'}",['Water'],[130]
Golduck,swsh7-25,120.0,25,"{'small': 'https://images.pokemontcg.io/swsh7/25.png', 'large': 'https://images.pokemontcg.io/swsh7/25_hires.png'}",['Water'],[55]
